#locus_id	contig	start	stop	annotation
cds3417	gi|16763390|ref|NC_003197.1|	3673913	3676306	ID=cds3417;Name=NP_462417.1;Parent=gene3540;Dbxref=Genbank:NP_462417.1,GeneID:1255037;gbkey=CDS;gene=malP;product=maltodextrin phosphorylase;protein_id=NP_462417.1;transl_table=11;strand=-
cds3418	gi|16763390|ref|NC_003197.1|	3676900	3679605	ID=cds3418;Name=NP_462418.1;Parent=gene3541;Note=Positively regulates the transcription of the maltose regulon whose gene products are responsible for uptake and catabolism of malto-oligosaccharides;Dbxref=Genbank:NP_462418.1,GeneID:1255038;gbkey=CDS;gene=malT;product=HTH-type transcriptional regulator MalT;protein_id=NP_462418.1;transl_table=11;strand=+
cds3419	gi|16763390|ref|NC_003197.1|	3679693	3679968	ID=cds3419;Name=NP_462419.1;Parent=gene3542;Dbxref=Genbank:NP_462419.1,GeneID:1255039;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_462419.1;transl_table=11;strand=-
cds3420	gi|16763390|ref|NC_003197.1|	3679971	3680231	ID=cds3420;Name=NP_462420.1;Parent=gene3543;Dbxref=Genbank:NP_462420.1,GeneID:1255040;gbkey=CDS;product=DNA-damage-inducibile protein;protein_id=NP_462420.1;transl_table=11;strand=-
cds3421	gi|16763390|ref|NC_003197.1|	3680340	3681359	ID=cds3421;Name=NP_462421.1;Parent=gene3544;Note=catalyzes the conversion of terminal3%27-phosphate of RNA to the 2%27%2C3%27-cyclicphosphodiester;Dbxref=Genbank:NP_462421.1,GeneID:1255041;gbkey=CDS;gene=rtcA;product=RNA 3%27-terminal-phosphate cyclase;protein_id=NP_462421.1;transl_table=11;strand=-
cds3422	gi|16763390|ref|NC_003197.1|	3681363	3682580	ID=cds3422;Name=NP_462422.1;Parent=gene3545;Dbxref=Genbank:NP_462422.1,GeneID:1255042;gbkey=CDS;gene=rtcB;product=RNA-splicing ligase RtcB;protein_id=NP_462422.1;transl_table=11;strand=-
cds3423	gi|16763390|ref|NC_003197.1|	3683125	3684678	ID=cds3423;Name=NP_462423.1;Parent=gene3548;Dbxref=Genbank:NP_462423.1,GeneID:1255044;gbkey=CDS;product=ribonucleoprotein related-protein;protein_id=NP_462423.1;transl_table=11;strand=-
cds3424	gi|16763390|ref|NC_003197.1|	3684868	3686451	ID=cds3424;Name=NP_462424.1;Parent=gene3549;Dbxref=Genbank:NP_462424.1,GeneID:1255045;gbkey=CDS;gene=rtcR;product=rtcBA sigma 54-dependent regulator;protein_id=NP_462424.1;transl_table=11;strand=+
cds3425	gi|16763390|ref|NC_003197.1|	3686448	3687206	ID=cds3425;Name=NP_462425.1;Parent=gene3550;Note=represses the glpD%2C glpFK%2C glpTQ%2C and glpACB operons involved in glycerol-3-phosphate metabolism;Dbxref=Genbank:NP_462425.1,GeneID:1255046;gbkey=CDS;gene=glpR;product=DNA-binding transcriptional repressor GlpR;protein_id=NP_462425.1;transl_table=11;strand=-
cds3426	gi|16763390|ref|NC_003197.1|	3687300	3688130	ID=cds3426;Name=NP_462426.1;Parent=gene3551;Note=protease responsible for the cleavage between Ser and Asp residues of proteins in regions of high local hydrophilicity;Dbxref=Genbank:NP_462426.1,GeneID:1255047;gbkey=CDS;gene=glpG;product=rhomboid protease GlpG;protein_id=NP_462426.1;transl_table=11;strand=-
cds3427	gi|16763390|ref|NC_003197.1|	3688206	3688532	ID=cds3427;Name=NP_462427.1;Parent=gene3552;Note=belongs to rhodanese family%3B thiosulfate thiotransferase%3B in Escherichia coli this enzyme catalyzes the formation of thiocyanate from thiosulfate and cyanide with low efficiency%3B contains an active site cysteine;Dbxref=Genbank:NP_462427.1,GeneID:1255048;gbkey=CDS;gene=glpE;product=thiosulfate sulfurtransferase GlpE;protein_id=NP_462427.1;transl_table=11;strand=-
cds3428	gi|16763390|ref|NC_003197.1|	3688731	3690239	ID=cds3428;Name=NP_462428.1;Parent=gene3553;Note=in Escherichia coli this homodimeric enzyme is expressed under aerobic conditions%3B anaerobic expression is repressed by the arcAB system%3B converts sn-glycerol-3-phosphate and ubiquinone-8 to dihydroxy acetone phosphate and ubiquinol-8%3B associates with the cytoplasmic membrane;Dbxref=Genbank:NP_462428.1,GeneID:1255049;gbkey=CDS;gene=glpD;product=glycerol-3-phosphate dehydrogenase;protein_id=NP_462428.1;transl_table=11;strand=+
cds3429	gi|16763390|ref|NC_003197.1|	3690286	3690831	ID=cds3429;Name=NP_462429.1;Parent=gene3554;Dbxref=Genbank:NP_462429.1,GeneID:1255050;gbkey=CDS;product=inner membrane protein;protein_id=NP_462429.1;transl_table=11;strand=-
cds3430	gi|16763390|ref|NC_003197.1|	3690841	3692400	ID=cds3430;Name=NP_462430.1;Parent=gene3555;Dbxref=Genbank:NP_462430.1,GeneID:1255051;gbkey=CDS;product=periplasmic phosphate-binding protein;protein_id=NP_462430.1;transl_table=11;strand=-
cds3431	gi|16763390|ref|NC_003197.1|	3692494	3693603	ID=cds3431;Name=NP_462431.1;Parent=gene3556;Note=forms dimers and octamers%3B involved in conversion of glycerol to dihydroxy-acetone;Dbxref=Genbank:NP_462431.1,GeneID:1255052;gbkey=CDS;gene=gldA;product=glycerol dehydrogenase;protein_id=NP_462431.1;transl_table=11;strand=-
cds3432	gi|16763390|ref|NC_003197.1|	3695271	3696986	ID=cds3432;Name=NP_462432.1;Parent=gene3558;Dbxref=Genbank:NP_462432.1,GeneID:1255054;gbkey=CDS;product=dihydroxyacid dehydratase;protein_id=NP_462432.1;transl_table=11;strand=+
cds3433	gi|16763390|ref|NC_003197.1|	3697030	3697935	ID=cds3433;Name=NP_462433.1;Parent=gene3559;Dbxref=Genbank:NP_462433.1,GeneID:1255055;gbkey=CDS;product=dihydrodipicolinate synthetase;protein_id=NP_462433.1;transl_table=11;strand=+
cds3434	gi|16763390|ref|NC_003197.1|	3697979	3698734	ID=cds3434;Name=NP_462434.1;Parent=gene3560;Dbxref=Genbank:NP_462434.1,GeneID:1255056;gbkey=CDS;product=transcriptional regulator;protein_id=NP_462434.1;transl_table=11;strand=-
cds3435	gi|16763390|ref|NC_003197.1|	3698912	3701359	ID=cds3435;Name=NP_462435.1;Parent=gene3561;Dbxref=Genbank:NP_462435.1,GeneID:1255057;gbkey=CDS;gene=glgP;product=glycogen phosphorylase;protein_id=NP_462435.1;transl_table=11;strand=-
cds3436	gi|16763390|ref|NC_003197.1|	3701379	3702812	ID=cds3436;Name=NP_462436.1;Parent=gene3562;Note=catalyzes the formation of alpha-1%2C4-glucan chains from ADP-glucose;Dbxref=Genbank:NP_462436.1,GeneID:1255058;gbkey=CDS;gene=glgA;product=glycogen synthase;protein_id=NP_462436.1;transl_table=11;strand=-
cds3437	gi|16763390|ref|NC_003197.1|	3702812	3704107	ID=cds3437;Name=NP_462437.1;Parent=gene3563;Note=catalyzes the formation of ADP-glucose and diphosphate from ATP and alpha-D-glucose 1-phosphate;Dbxref=Genbank:NP_462437.1,GeneID:1255059;gbkey=CDS;gene=glgC;product=glucose-1-phosphate adenylyltransferase;protein_id=NP_462437.1;transl_table=11;strand=-
cds3438	gi|16763390|ref|NC_003197.1|	3704122	3706098	ID=cds3438;Name=NP_462438.1;Parent=gene3564;Note=catalyzes the hydrolysis of the alpha-1%2C6-glucosidic linkages in partially depolymerized glycogen;Dbxref=Genbank:NP_462438.1,GeneID:1255060;gbkey=CDS;gene=glgX;product=glycogen debranching protein;protein_id=NP_462438.1;transl_table=11;strand=-
cds3439	gi|16763390|ref|NC_003197.1|	3706095	3708281	ID=cds3439;Name=NP_462439.1;Parent=gene3565;Note=catalyzes the transfer of a segment of a 1%2C4-alpha-D-glucan chain to a primary hydroxy group in a similar glucan chain;Dbxref=Genbank:NP_462439.1,GeneID:1255061;gbkey=CDS;gene=glgB;product=1%2C4-alpha-glucan branching protein GlgB;protein_id=NP_462439.1;transl_table=11;strand=-
cds3440	gi|16763390|ref|NC_003197.1|	3708628	3709734	ID=cds3440;Name=NP_462440.1;Parent=gene3566;Note=catalyzes the formation of 4-aspartyl phosphate from aspartate 4-semialdehyde;Dbxref=Genbank:NP_462440.1,GeneID:1255062;gbkey=CDS;gene=asd;product=aspartate-semialdehyde dehydrogenase;protein_id=NP_462440.1;transl_table=11;strand=-
cds3441	gi|16763390|ref|NC_003197.1|	3710158	3711498	ID=cds3441;Name=NP_462442.1;Parent=gene3567;Dbxref=Genbank:NP_462442.1,GeneID:1255064;gbkey=CDS;gene=gntU;product=low affinity gluconate transporter;protein_id=NP_462442.1;transl_table=11;strand=-
cds3442	gi|16763390|ref|NC_003197.1|	3711495	3712028	ID=cds3442;Name=NP_462443.1;Parent=gene3568;Note=thermoresistant%3B catalyzes the formation of 6-phospho-D-gluconate from gluconate;Dbxref=Genbank:NP_462443.1,GeneID:1255065;gbkey=CDS;gene=gntK;product=gluconate kinase;protein_id=NP_462443.1;transl_table=11;strand=-
cds3443	gi|16763390|ref|NC_003197.1|	3712167	3713162	ID=cds3443;Name=NP_462444.1;Parent=gene3569;Dbxref=Genbank:NP_462444.1,GeneID:1255066;gbkey=CDS;gene=gntR;product=gluconate operon transcriptional repressor;protein_id=NP_462444.1;transl_table=11;strand=-
cds3444	gi|16763390|ref|NC_003197.1|	3713292	3713987	ID=cds3444;Name=NP_462445.1;Parent=gene3570;Dbxref=Genbank:NP_462445.1,GeneID:1255067;gbkey=CDS;gene=yhhW;product=cytoplasmic protein;protein_id=NP_462445.1;transl_table=11;strand=-
cds3445	gi|16763390|ref|NC_003197.1|	3714111	3715148	ID=cds3445;Name=NP_462446.1;Parent=gene3571;Dbxref=Genbank:NP_462446.1,GeneID:1255068;gbkey=CDS;gene=yhhX;product=oxidoreductase;protein_id=NP_462446.1;transl_table=11;strand=-
cds3446	gi|16763390|ref|NC_003197.1|	3715617	3716105	ID=cds3446;Name=NP_462447.1;Parent=gene3572;Note=YhhY%3B regulated by the fur regulator%3B unknown function;Dbxref=Genbank:NP_462447.1,GeneID:1255069;gbkey=CDS;gene=yhhY;product=acetyltransferase;protein_id=NP_462447.1;transl_table=11;strand=+
cds3447	gi|16763390|ref|NC_003197.1|	3716637	3717584	ID=cds3447;Name=NP_462448.2;Parent=gene3573;Note=regulator of sugar metabolism;Dbxref=Genbank:NP_462448.2,GeneID:1255070;gbkey=CDS;product=transcriptional regulator;protein_id=NP_462448.2;transl_table=11;strand=+
cds3448	gi|16763390|ref|NC_003197.1|	3717600	3718361	ID=cds3448;Name=NP_462449.1;Parent=gene3574;Dbxref=Genbank:NP_462449.1,GeneID:1255071;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_462449.1;transl_table=11;strand=+
cds3449	gi|16763390|ref|NC_003197.1|	3718415	3719386	ID=cds3449;Name=NP_462450.1;Parent=gene3575;Dbxref=Genbank:NP_462450.1,GeneID:1255072;gbkey=CDS;product=inner membrane protein;protein_id=NP_462450.1;transl_table=11;strand=+
cds3450	gi|16763390|ref|NC_003197.1|	3719383	3720417	ID=cds3450;Name=NP_462451.1;Parent=gene3576;Dbxref=Genbank:NP_462451.1,GeneID:1255073;gbkey=CDS;product=phosphotriesterase;protein_id=NP_462451.1;transl_table=11;strand=+
cds3451	gi|16763390|ref|NC_003197.1|	3720462	3722204	ID=cds3451;Name=NP_462452.1;Parent=gene3577;Note=periplasmic enzyme%3B post-translationally processed into two subunits which are required for wild-type enzyme activity%3B cleaves the gammaglutamyl linkages of compounds such as glutathione and transfer the gammaglutamyl group to other amino acids and peptides;Dbxref=Genbank:NP_462452.1,GeneID:1255074;gbkey=CDS;gene=ggt;product=gamma-glutamyltranspeptidase;protein_id=NP_462452.1;transl_table=11;strand=-
cds3452	gi|16763390|ref|NC_003197.1|	3722330	3722746	ID=cds3452;Name=NP_462453.1;Parent=gene3578;Dbxref=Genbank:NP_462453.1,GeneID:1255075;gbkey=CDS;gene=yhhA;product=outer membrane protein;protein_id=NP_462453.1;transl_table=11;strand=+
cds3453	gi|16763390|ref|NC_003197.1|	3722759	3723499	ID=cds3453;Name=NP_462454.1;Parent=gene3579;Note=hydrolyzes diesters during transport at the inner face of the cytoplasmic membrane to glycerol-3-phosphate and alcohol%3B induced when cells are starved for inorganic phosphate;Dbxref=Genbank:NP_462454.1,GeneID:1255076;gbkey=CDS;gene=ugpQ;product=glycerophosphodiester phosphodiesterase;protein_id=NP_462454.1;transl_table=11;strand=-
cds3454	gi|16763390|ref|NC_003197.1|	3723496	3724566	ID=cds3454;Name=NP_462455.1;Parent=gene3580;Note=part of the UgpABCE glycerol-3-phosphate uptake system;Dbxref=Genbank:NP_462455.1,GeneID:1255077;gbkey=CDS;gene=ugpC;product=glycerol-3-phosphate ABC transporter ATP-binding protein UgpC;protein_id=NP_462455.1;transl_table=11;strand=-
cds3455	gi|16763390|ref|NC_003197.1|	3724568	3725413	ID=cds3455;Name=NP_462456.1;Parent=gene3581;Note=with UgpABC is involved in uptake of glycerol-3-phosphate;Dbxref=Genbank:NP_462456.1,GeneID:1255078;gbkey=CDS;gene=ugpE;product=glycerol-3-phosphate ABC transporter permease UdpE;protein_id=NP_462456.1;transl_table=11;strand=-
cds3456	gi|16763390|ref|NC_003197.1|	3725410	3726297	ID=cds3456;Name=NP_462457.1;Parent=gene3582;Note=with UgpEC is involved in the uptake of glycerol-3-phosphate;Dbxref=Genbank:NP_462457.1,GeneID:1255079;gbkey=CDS;gene=ugpA;product=glycerol-3-phosphate ABC transporter permease UdpA;protein_id=NP_462457.1;transl_table=11;strand=-
cds3457	gi|16763390|ref|NC_003197.1|	3726361	3727677	ID=cds3457;Name=NP_462458.1;Parent=gene3583;Note=with UgpACE is involved in the uptake of glycerol-3-phosphate;Dbxref=Genbank:NP_462458.1,GeneID:1255080;gbkey=CDS;gene=ugpB;product=glycerol-3-phosphate ABC transporter substrate-binding protein UdpB;protein_id=NP_462458.1;transl_table=11;strand=-
cds3458	gi|16763390|ref|NC_003197.1|	3727936	3728304	ID=cds3458;Name=NP_462459.1;Parent=gene3584;Dbxref=Genbank:NP_462459.1,GeneID:1255081;gbkey=CDS;product=death-on-curing protein;protein_id=NP_462459.1;transl_table=11;strand=-
cds3459	gi|16763390|ref|NC_003197.1|	3728301	3728528	ID=cds3459;Name=NP_462460.1;Parent=gene3585;Dbxref=Genbank:NP_462460.1,GeneID:1255082;gbkey=CDS;gene=yefM;product=antitoxin YefM;protein_id=NP_462460.1;transl_table=11;strand=-
cds3460	gi|16763390|ref|NC_003197.1|	3728654	3729367	ID=cds3460;Name=NP_462461.1;Parent=gene3586;Note=with LivGHMJ and LivGHMK is part of the high-affinity branched-chain amino acid transport system%3B LivFGHMK is specific for the transport of leucine%2C while LivFGHMJ is a transporter for leucine%2C isoleucine%2C and valine;Dbxref=Genbank:NP_462461.1,GeneID:1255083;gbkey=CDS;gene=livF;product=high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF;protein_id=NP_462461.1;transl_table=11;strand=-
cds3461	gi|16763390|ref|NC_003197.1|	3729369	3730136	ID=cds3461;Name=NP_462462.1;Parent=gene3587;Note=Part of the ABC transporter complexes LivFGHMJ and LivFGHMK involved in the high-affinity transport of branched-chain amino acids%3B LivFGHMK is specific for the transport of leucine%2C while LivFGHMJ is a transporter for leucine%2C isoleucine%2C and valine;Dbxref=Genbank:NP_462462.1,GeneID:1255084;gbkey=CDS;gene=livG;product=high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG;protein_id=NP_462462.1;transl_table=11;strand=-
cds3462	gi|16763390|ref|NC_003197.1|	3730133	3731410	ID=cds3462;Name=NP_462463.1;Parent=gene3588;Note=Part of the ABC transporter complex LivFGHMJ and LivFGHMK involved in the high-affinity transport of branched-chain amino acids%3B LivFGHMK is specific for the transport of leucine%2C while LivFGHMJ is a transporter for leucine%2C isoleucine%2C and valine;Dbxref=Genbank:NP_462463.1,GeneID:1255085;gbkey=CDS;gene=livM;product=high-affinity branched-chain amino acid ABC transporter permease LivM;protein_id=NP_462463.1;transl_table=11;strand=-
cds3463	gi|16763390|ref|NC_003197.1|	3731407	3732333	ID=cds3463;Name=NP_462464.1;Parent=gene3589;Note=LivHMGF is the membrane component of the LIV-I%2FLS branched-chain amino acid transporter;Dbxref=Genbank:NP_462464.1,GeneID:1255086;gbkey=CDS;gene=livH;product=high-affinity branched-chain amino acid ABC transporter permease LivH;protein_id=NP_462464.1;transl_table=11;strand=-
cds3464	gi|16763390|ref|NC_003197.1|	3732393	3733502	ID=cds3464;Name=NP_462465.1;Parent=gene3590;Note=leucine-specific binding protein precursor%3B LS-BP %28SW:LIVK_SALTY%29%3B ABC superfamily binding protein;Dbxref=Genbank:NP_462465.1,GeneID:1255087;gbkey=CDS;gene=livK;product=high-affinity branched-chain amino acid ABC transporter leucine-binding protein LivL;protein_id=NP_462465.1;transl_table=11;strand=-
cds3465	gi|16763390|ref|NC_003197.1|	3733924	3734307	ID=cds3465;Name=NP_462466.1;Parent=gene3591;Dbxref=Genbank:NP_462466.1,GeneID:1255088;gbkey=CDS;gene=yhhK;product=acetyltransferase;protein_id=NP_462466.1;transl_table=11;strand=+
cds3466	gi|16763390|ref|NC_003197.1|	3734285	3734419	ID=cds3466;Name=NP_462467.1;Parent=gene3592;Dbxref=Genbank:NP_462467.1,GeneID:1255089;gbkey=CDS;product=cytoplasmic protein;protein_id=NP_462467.1;transl_table=11;strand=+
cds3467	gi|16763390|ref|NC_003197.1|	3734502	3735599	ID=cds3467;Name=NP_462468.1;Parent=gene3593;Note=leu%2File%2Fval%2Fthr-binding protein precursor%3B LIVT-BP %28SW:LIVJ_SALTY%29%3B ABC superfamily binding protein;Dbxref=Genbank:NP_462468.1,GeneID:1255090;gbkey=CDS;gene=livJ;product=high-affinity branched-chain amino acid transporter substrate-binding protein LivJ;protein_id=NP_462468.1;transl_table=11;strand=-
cds3468	gi|16763390|ref|NC_003197.1|	3735927	3736781	ID=cds3468;Name=NP_462469.1;Parent=gene3594;Note=binds with the catalytic core of RNA polymerase to produce the holoenzyme%3B this sigma factor is responsible for the expression of heat shock promoters;Dbxref=Genbank:NP_462469.1,GeneID:1255091;gbkey=CDS;gene=rpoH;product=RNA polymerase sigma factor RpoH;protein_id=NP_462469.1;transl_table=11;strand=-
cds3469	gi|16763390|ref|NC_003197.1|	3737027	3738082	ID=cds3469;Name=NP_462470.1;Parent=gene3595;Note=ABC transporter%2C membrane protein;Dbxref=Genbank:NP_462470.1,GeneID:1255092;gbkey=CDS;gene=ftsX;product=cell division protein FtsX;protein_id=NP_462470.1;transl_table=11;strand=-
cds3470	gi|16763390|ref|NC_003197.1|	3738075	3738743	ID=cds3470;Name=NP_462471.1;Parent=gene3596;Note=ATP-binding protein of an ATP-binding cassette transporter%3B when bound to FtsX%2C FtsEX localizes to the cell division site and plays a role in the assembly or stability of the septal ring under low-salt growth conditions;Dbxref=Genbank:NP_462471.1,GeneID:1255093;gbkey=CDS;gene=ftsE;product=cell division ATPase FtsE;protein_id=NP_462471.1;transl_table=11;strand=-
cds3471	gi|16763390|ref|NC_003197.1|	3738746	3740221	ID=cds3471;Name=NP_462472.1;Parent=gene3597;Note=signal recognition protein receptor%3B functions in the targeting and insertion of membrane proteins;Dbxref=Genbank:NP_462472.1,GeneID:1255094;gbkey=CDS;gene=ftsY;product=aignal recognition particle receptor FtsY;protein_id=NP_462472.1;transl_table=11;strand=-
cds3472	gi|16763390|ref|NC_003197.1|	3740347	3740943	ID=cds3472;Name=NP_462473.1;Parent=gene3598;Note=catalyzes the methylation of 16S rRNA at position G966;Dbxref=Genbank:NP_462473.1,GeneID:1255095;gbkey=CDS;gene=rsmD;product=16S rRNA m%282%29G966-methyltransferase;protein_id=NP_462473.1;transl_table=11;strand=+
cds3473	gi|16763390|ref|NC_003197.1|	3740933	3741202	ID=cds3473;Name=NP_462474.2;Parent=gene3599;Dbxref=Genbank:NP_462474.2,GeneID:1255096;gbkey=CDS;gene=yhhL;product=inner membrane protein;protein_id=NP_462474.2;transl_table=11;strand=+
cds3474	gi|16763390|ref|NC_003197.1|	3741224	3741595	ID=cds3474;Name=NP_462475.1;Parent=gene3600;Dbxref=Genbank:NP_462475.1,GeneID:1255097;gbkey=CDS;gene=yhhM;product=inner membrane protein;protein_id=NP_462475.1;transl_table=11;strand=-
cds3475	gi|16763390|ref|NC_003197.1|	3741737	3742363	ID=cds3475;Name=NP_462476.1;Parent=gene3601;Dbxref=Genbank:NP_462476.1,GeneID:1255098;gbkey=CDS;gene=yhhN;product=inner membrane protein;protein_id=NP_462476.1;transl_table=11;strand=+
cds3476	gi|16763390|ref|NC_003197.1|	3742444	3744642	ID=cds3476;Name=NP_462477.1;Parent=gene3602;Note=P-type ATPase involved in the export of lead%2C cadmium%2C zinc and mercury;Dbxref=Genbank:NP_462477.1,GeneID:1255099;gbkey=CDS;gene=zntA;product=zinc%2Fcadmium%2Fmercury%2Flead-transporting ATPase;protein_id=NP_462477.1;transl_table=11;strand=+
